heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,118,0,0,0,3
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,50,0,0,1,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,75,0,1,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,85,1,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,55,5,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,58,0,0,4,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,71,3,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,54,0,0,3,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,56,0,0,4,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,62,0,0,4,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,49,4,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,58,0,0,3,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,92,0,1,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,53,1,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,145,0,2,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,66,0,0,2,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,59,6,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,51,7,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,157,0,2,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,68,0,0,1,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,52,0,0,3,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,68,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,86,0,0,2,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,51,2,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,116,1,1,0,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,194,0,1,0,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,63,6,1,1,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,92,0,0,0,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,61,1,1,1,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,104,1,1,0,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,42,0,0,5,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,52,0,0,3,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,74,1,1,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,draw,134,0,1,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,53,4,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,74,0,0,2,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,53,5,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,51,4,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,55,4,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,63,4,0,1,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,72,0,0,1,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,76,1,0,3,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,59,3,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,57,4,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,62,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,77,2,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,62,0,0,4,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,50,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,white,59,4,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,mandatory,black,68,0,0,4,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,57,4,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,49,4,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,44,0,0,6,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,71,2,1,1,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,55,4,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,52,0,0,2,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,44,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,59,4,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,52,0,0,2,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,54,0,0,4,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,60,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,55,4,0,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,82,0,0,1,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,52,1,0,4,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,52,0,0,5,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,51,3,2,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,93,4,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,draw,132,0,1,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,60,0,0,3,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,44,0,0,3,3
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,72,0,0,2,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,68,0,0,1,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,66,0,0,2,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,52,1,0,5,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,53,3,2,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,draw,194,0,1,0,2
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,66,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,draw,95,1,1,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,58,0,0,4,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,77,2,1,0,0
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,black,66,0,0,1,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,draw,171,0,2,0,1
heuristicCountPiecesUnweighted,5,heuristicCountPieces,5,bestMandatory,white,55,6,0,0,0
